TDLinx,Chain,Cluster,ACV,Currentpop,CurrentHouseholds,MedianHHincome,MedianYrsSchool,College_4YrsPctPen,College_Less_4YrsPctPen,HighSchoolGradPctPen,HighSchoolNoDiplomaPctPen,_to8YrsElemSchoolPctPen,WhiteCollarPctPen,AllServicePctPen,BlueCollarPctPen,Farm_Forest_FishPctPen,MedianHomeValue,MedianAgeTotalPop,WhitePopPctPen,BlackPopPctPen,Asian_PacificIslanderPopPctPen,PopOtherThanBlack_WhitePctPen,HispanicAncestryPctPen,Address,CityState,Zip,Groc_Count,Groc_Miles,Mass_Count,Mass_Miles,CSD_Volume_Sales,CSD_Volume_per__MM_ACV,CSD_Price,Corp_Pep_Volume_Sales,Corp_Pep_Volume_per__MM_ACV,Corp_Pep_Price,Corp_Coke_Volume_Sales,Corp_Coke_Volume_per__MM_ACV,Corp_Coke_Price,ZIP5,PRIZM_CODE,Prizm_Cluster,C1,C2,C3,S2,S3,S4,T1,T2,T3,T4,U1,U2,U3,lpepvol,lcokvol,lpeppri,lcokpri
469583,WEGMANS,Small Town Living,52000000,59184,22286,45238,13.2,19.25,28.73,32.69,13.37,5.97,54.45,13.14,28.6,3.81,102956,37.6,97.2,0.84,0.6,0.97,1,345 EASTERN BLVD,CANANDAIGUA NY,14424,4,1.8177787462,3,1.3880634998,317932.2813,5216.44043,5.483662254,73267.625,-1.110597916,1.7901777971,110621.5,1.2222693012,-0.510009763,14424,28,T2,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0864133133,7.5095691455,1.8251996039,1.7506308581
18001,WEGMANS,Affluent Elite,28600000,20446,8006,66933,14.8,39.54,26.85,21.31,7.94,4.36,73.76,10.43,15.16,0.67,150454,39.7,94.28,1.61,2.33,2.55,1.57,851 FAIRPORT RD & MARSH,EAST ROCHESTER NY,14445,9,3.2470082479,2,2.2699707448,179657.2656,5461.490723,5.313964393,40386.48438,-1.098625059,1.3982149122,58872.05078,1.1390102321,-0.594373578,14445,27,C2,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1037219234,7.49263251,1.80484816,1.7463118236
18008,WEGMANS,Affluent Elite,42900000,47475,17335,79598,15.1,42.85,29.29,20.06,5.35,2.45,76.46,8.09,14.34,1.11,162792,38.6,94.6,1.38,2.43,2.62,1.4,6600 PITTSFORD PALMYRA RD,FAIRPORT NY,14450,4,2.6821232689,5,3.4119720244,327993.2188,4484.503906,5.422960822,74136.57813,-1.218392948,1.0823212889,121206.9609,0.7751940656,-0.578013818,14450,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9153986618,7.415062146,1.7881395209,1.7471508264
580405,TOPS,Affluent Elite,15600000,64087,23635,78631,15.2,43.62,28.52,19.77,5.48,2.61,77,8.21,13.73,1.06,161193,38.6,94.24,1.49,2.64,2.84,1.43,6720 PITTSFORD PALMYRA RD,FAIRPORT NY,14450,4,2.7848238979,5,3.4023403778,128274.0625,4897.556152,5.474012917,49960.65625,-0.711907515,-0.243735514,36152.02734,0.0367936438,1.8167865862,14450,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5447145862,7.2362896871,1.7147849799,1.8629449792
487085,WEGMANS,Small Town Living,37700000,76115,27047,40364,12.9,17.13,24.03,35.97,15.45,7.43,50.47,13.77,31.32,4.44,87016,35.5,94.01,2.62,0.85,1.3,2.07,4276 LAKEVILLE RD,GENESEO NY,14454,1,3.4465195732,3,1.2134384488,242965.2969,6263.611816,5.330309582,60447.66406,-0.914590019,0.1410153708,84347.27344,2.2147352669,-0.653996878,14454,23,T2,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3378147035,7.6920475944,1.7366283052,1.7432480985
464889,WEGMANS,Small Town Living,22100000,26186,10130,34259,13,17.47,22.81,36.08,14.86,8.79,54.04,16.42,26.33,3.22,77485,36.5,87.58,5.84,1.08,1.45,5.13,300 HAMILTON ST,GENEVA NY,14456,4,1.2352006754,4,0.8501020664,174534.8281,5658.311523,5.541733836,51943.32031,-0.83674467,1.6953026076,49465.74609,0.6438217339,-0.308758268,14456,41,C2,0,1,0,0,0,0,0,0,0,0,0,0,0,7.4224162386,7.3855042567,1.8203113675,1.7608592905
530498,TOPS,Small Town Living,15600000,75712,29133,37959,12.9,16.89,24.39,34.5,14.71,9.5,52.43,15.9,29.05,2.62,84520,37.5,91.69,3.86,0.7,1.12,3.33,HWY 5 & HWY 20,GENEVA NY,14456,4,1.6180441583,4,0.8567839191,151059.7969,7021.32373,5.995381589,87893.02344,0.54027825,2.6328373342,23106.32813,-0.82103442,1.5015250894,14456,41,C2,0,1,0,0,0,0,0,0,0,0,0,0,0,8.3123539892,6.9782846162,1.8675981918,1.8484462137
860087,TOPS,Small Town Living,15600000,35332,12477,47045,12.9,15.51,26.02,38.19,13.92,6.36,50.25,12.61,34.41,2.73,91149,33.9,92.13,4.06,0.55,1.07,2.75,1800 LAKE RD,HAMLIN NY,14464,1,0.1587016917,1,0.0621120812,143733.6406,7204.569824,5.367775659,63256.30859,0.0225426902,-0.224503741,36875.88281,1.2735427054,1.4098109351,14464,33,T2,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0618737974,7.5198582841,1.7158882218,1.8441885353
860082,TOPS,Small Town Living,10400000,23141,8433,45655,12.9,14.72,29.11,35.83,14.25,6.09,48.91,12.05,34.9,4.15,86848,37.2,96.6,1.51,0.51,1.01,0.88,128 W MAIN ST,LE ROY NY,14482,1,0.4199040038,2,0.00423937,154516.7969,8451.381836,5.330323412,77824.92188,0.645099496,-0.308927402,28988.05664,0.5507732533,1.1669742269,14482,37,T2,0,0,0,0,0,0,0,1,0,0,0,0,0,8.3562368043,7.3640275203,1.7110361276,1.8328269091
18060,WEGMANS,Small Town Living,27300000,64721,24542,39468,12.6,12.88,22.33,37.7,15.83,11.26,46.22,13.64,36.38,3.76,76794,37.2,93.01,3.46,0.42,0.94,2.6,W MILLER & FINCH ST,NEWARK NY,14513,2,1.6126607939,3,1.0435330124,218718.7656,7176.976563,5.38103805,71697.39063,-0.455590244,1.5616091557,52865.15625,1.0038524926,-0.69352033,14513,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,7.7568837384,7.4645127727,1.8133822911,1.7412120124
924107,TOPS,Small Town Living,15600000,42747,15567,53028,13,17.51,27.07,35.95,12.77,6.72,54.04,11.68,31.37,2.91,102371,36.1,93.94,2.91,1.03,1.43,1.73,6272 FUR0CE RD,ONTARIO NY,14519,1,4.8292653383,2,0.9485265927,160413.5469,7453.67334,5.34997015,69088.85938,0.0385887445,0.0420032944,38268.01953,1.0838619071,1.7732027026,14519,25,T1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0706569581,7.4812541601,1.7310525602,1.8609530498
18080,WEGMANS,Affluent Elite,48100000,36694,13786,62343,14.6,36.23,28.33,23.75,7.45,4.23,70.68,10.54,17.72,1.06,141737,37.2,92.7,2.1,3.3,3.53,1.67,2157 PENFIELD RD,PENFIELD NY,14526,5,3.1751342739,2,1.1534204448,316628.625,4912.340332,5.325917311,73532.53906,-1.14108696,1.155007584,107703.7188,0.8075722611,-0.797431636,14526,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0409343758,7.4222147708,1.7920089379,1.7358390663
518256,TOPS,Rural America,10400000,28736,9898,35651,12.4,10.91,20.41,38.55,20.92,9.21,41.49,16.09,34.51,7.91,63789,36.1,92.09,4.29,0.49,0.86,2.76,2382 ROUTE 19,WARSAW NY,14569,2,0.8074204694,3,0.1167808662,137106.1406,8276.516602,5.454045013,80255.55469,0.9847762229,-0.087158783,18671.79492,-0.692083915,0.6153537381,14569,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,8.4865004878,7.0215802965,1.7237319081,1.8065282138
18120,WEGMANS,Affluent Elite,41600000,33765,13908,56537,13.7,26.99,27.25,28.77,10.97,6.01,70.29,9.33,20.02,0.37,120502,41.5,92.27,3.58,1.78,2.01,2.14,1955 EMPIRE BLVD,WEBSTER NY,14580,18,3.5860031877,10,3.1007853535,262291.25,4929.78125,5.230117284,58798.04297,-1.166717237,0.9473087447,87869.24219,0.7643344757,-0.876842978,14580,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0010348121,7.4126516653,1.7809122211,1.7317133911
422386,TOPS,Affluent Elite,10400000,47470,19027,56789,13.6,26.89,27.41,29.99,10.64,5.08,68.93,9.67,20.73,0.67,120346,40.3,93.67,2.38,1.85,2.11,1.85,1854 EMPIRE BLVD,WEBSTER NY,14580,18,3.592962382,10,3.1216550942,114594.9063,5770.709473,5.339978844,44359.84375,-0.524988204,-0.333562791,30241.81836,0.4180174461,2.1590830638,14580,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7037362017,7.332564627,1.7096158053,1.8784526353
425901,WEGMANS,Small Town Living,40300000,51863,18901,62793,13.7,26.61,28.48,30.66,10.08,4.17,63.84,10.77,23.8,1.59,125954,36.7,94.36,2.06,1.64,1.98,1.59,900 HOLT RD,WEBSTER NY,14580,4,2.1115042452,4,1.4308735785,305161.2188,5384.617188,5.270068823,77092.63281,-1.020013255,1.0483506029,99136.17969,1.0307627662,-0.932911752,14580,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.210482298,7.4701748891,1.7863259624,1.7287901518
932476,TOPS,Inner City,5200000,25006,10350,20191,12.1,12.79,15.61,24.36,27.69,19.55,42.38,28.67,28.54,0.41,63816,29.2,19.06,53,2.07,2.73,25.22,285 UPPER FALLS BLVD,ROCHESTER NY,14605,36,2.4317499933,19,2.7655999896,87478.63281,10441.6582,4.66183769,29489.77344,0.2196554252,-0.227663788,11353.46484,-0.047518032,0.8525572392,14605,66,U3,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1647635483,7.2136852465,1.7157070273,1.8179218323
18270,WEGMANS,Mid Down Suburbs,29900000,27053,10890,41573,12.5,10.4,22.66,36.21,19.84,10.89,50.44,13.39,35.88,0.28,89624,36.8,68.33,20.77,3.43,3.97,6.93,2301 LYELL AVE,ROCHESTER NY,14606,29,3.5689258525,17,3.1708243311,267718.3125,6559.362793,5.090015088,63485.32422,-0.916717497,0.4614160233,77949.42188,1.4897820256,-0.88008489,14606,46,S4,0,0,0,0,0,1,0,0,0,0,0,0,0,7.3353990443,7.5621231185,1.7544611174,1.7315446011
18346,WEGMANS,Inner City,32500000,59514,28617,38592,14.4,36.67,23.56,20.16,12.6,7.02,68.55,13.73,17.36,0.36,118016,36.1,66.48,22.27,2.32,2.92,8.33,1750 EAST AVE,ROCHESTER NY,14610,36,3.4258000953,14,3.5009237289,220115.7656,4916.936035,5.331485442,47812.28516,-1.185324794,1.5439098037,76800.57813,0.9275389729,-0.442344637,14610,21,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,6.9710366396,7.4482792584,1.8124613581,1.7540815668
246806,TOPS,Inner City,10400000,40907,18869,40756,14.2,33.58,25.06,22.83,12.56,5.98,67.68,13.06,18.99,0.28,110110,36,67.12,23.43,1.65,2.23,7.22,175 WINTON RD N,ROCHESTER NY,14610,36,3.421623199,15,3.5723999898,97215.00781,6615.314453,4.978163656,34908.75391,-0.436920444,-0.298834048,19273.71289,-0.169406954,1.459628864,14610,21,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7707123964,7.1800754524,1.7116174651,1.8465034993
957568,TOPS,Inner City,10400000,42079,16420,32186,12.6,14.36,21.4,29.07,22.92,12.25,47.61,20.69,31.12,0.58,72761,31.4,25.92,64.07,2.03,2.78,7.24,450 WEST AVE,ROCHESTER NY,14611,40,3.2500037445,25,3.5268066206,108927.6094,9482.053711,4.830086839,43538.96484,0.3820805926,-0.426268653,14137.4209,-0.394742126,1.4039406794,14611,66,U3,0,0,0,0,0,0,0,0,0,0,0,0,1,8.242249947,7.1148005113,1.7042528132,1.8439154001
370814,WEGMANS,Affluent Elite,48100000,43358,14953,65313,13.1,19.4,29.9,35.8,10.33,4.58,59.81,10.63,28.24,1.33,129664,34.9,94.54,2.11,1.24,1.58,1.77,3177 LATTA RD,ROCHESTER NY,14612,8,2.7760417102,9,3.161335952,298222.7813,5349.596191,5.207745594,64243.78125,-1.139725867,1.1739364431,99878.99219,1.1501851072,-0.835459403,14612,30,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0430093693,7.4949224487,1.7930141534,1.7338655249
18359,WEGMANS,Inner City,16900000,35103,13797,25073,12.2,8.03,20.84,31.71,25.93,13.5,43.73,19.54,36.13,0.6,70465,28.8,32.96,40.68,3.22,4.13,22.22,375 DRIVING PARK AVE,ROCHESTER NY,14613,43,3.1600596462,25,3.2165258901,135291.5625,9393.953125,4.722506716,35106.39453,-0.410304915,0.5649052263,22322.64844,0.4885955013,-0.647302619,14613,65,U3,0,0,0,0,0,0,0,0,0,0,0,0,1,7.7901015567,7.3494146592,1.7601538155,1.7435925491
18360,TOPS,Mid Down Suburbs,10400000,35563,14535,27651,12.4,9.82,21.93,32,24.25,12,47.43,17.43,34.73,0.41,73348,30.5,38.45,36.77,3.45,4.34,20.44,710 LAKE AVE,ROCHESTER NY,14613,41,2.9184391717,24,3.121200428,113509.2109,8064.310059,4.693671404,41001.26563,-0.127883574,-0.386545599,16269.72363,-0.597089685,0.7601368173,14613,65,U3,0,0,0,0,0,0,0,0,0,0,0,0,1,7.9755511462,7.052317164,1.7065542964,1.8134980164
18371,WEGMANS,Mid Down Suburbs,28600000,21288,8996,45630,12.9,17.19,26.56,37.74,12.92,5.6,59.56,11.29,28.77,0.38,99233,38.6,88.45,5.35,1.76,2.15,4.05,3737 MT READ BLVD,ROCHESTER NY,14616,23,3.2892127449,17,2.997664603,197191.8281,6569.861328,5.097488748,45332.53516,-0.936577343,0.7606642563,57698.03516,1.5000929347,-0.961421853,14616,39,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.3125630257,7.5640944876,1.7708342288,1.7273004463
234389,WEGMANS,Mid Down Suburbs,44200000,31062,13037,45526,13.1,19.15,27.36,35.6,12.46,5.43,60.97,10.93,27.74,0.37,97948,38.9,91.59,3.88,1.13,1.57,2.97,3660 DEWEY AVE & BRITTON RD,ROCHESTER NY,14616,22,3.5053074073,17,3.2635082681,293855.7188,6785.981934,5.141962632,68372.72656,-0.900256603,0.8761639216,86133.84375,1.6892300249,-0.99088398,14616,39,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.3539393293,7.5995832302,1.7770826786,1.7257586604
518273,TOPS,Mid Down Suburbs,26000000,62270,25782,46905,13,17.61,27.05,37.3,12.74,5.3,60.19,10.96,28.49,0.37,98638,38,88.54,5.57,1.59,2,3.88,3507 MT READ BLVD,GREECE NY,14616,24,3.2810758646,17,2.9340347112,217189,6113.074219,5.207805184,82474.0625,-0.473881962,-0.055800638,51040.1875,0.180955071,1.7589215726,14616,39,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7431470936,7.2737944447,1.7255141583,1.8602994904
18381,WEGMANS,Inner City,42900000,50506,20875,37579,12.9,17.93,21.93,29.57,19.29,11.28,57.43,15.45,26.59,0.53,94576,36.7,57.41,25.47,1.73,2.21,14.91,525 TITUS AVE,ROCHESTER NY,14617,29,2.893802069,18,2.7790897105,299651.4375,5621.036621,5.121234401,65610.69531,-1.094841374,1.1439429986,83543.11719,0.5323000807,-0.613998456,14617,21,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1091301056,7.3597082535,1.7914208857,1.7453044412
18240,WEGMANS,Affluent Elite,39000000,28484,11234,83415,15.8,56.48,22.17,14.44,4.87,2.03,85.17,6.76,7.66,0.41,189513,41.7,91,2.16,5.09,5.28,1.56,3195 MONROE AVE,ROCHESTER NY,14618,18,3.8994139849,9,4.2339814418,365161.0625,3883.384033,5.554289143,71312.14844,-1.362557134,1.6347416211,140015.2813,0.3129659279,-0.343767655,14618,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6284703873,7.3069464336,1.8171785543,1.7590874689
295585,TOPS,Inner City,20800000,45093,20153,42726,14.9,42.65,22.89,17.66,10.36,6.44,73.38,12.8,13.41,0.42,124897,37.6,71.5,17.86,6.09,6.68,3.97,1900 CLINTON AVE S,ROCHESTER NY,14618,33,3.3333861339,16,3.3162678919,151811.5313,5066.837891,5.272242371,49643.49219,-0.847304554,-0.291233077,43194.97656,0.18321113,1.4584954841,14618,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.4113509229,7.2743703408,1.7120550282,1.8464508924
18401,WEGMANS,Inner City,14300000,34135,13729,34278,14,31.21,22.35,20.74,15.65,10.05,64.31,18.07,17.18,0.44,99214,34.1,48.46,40.91,5.74,6.36,4.26,1411 MT HOPE AVE,ROCHESTER NY,14620,35,3.2499160635,17,3.0939605135,78540.53125,8438.543945,5.006714288,18626.51758,-0.657564476,1.1356669605,21064.99414,2.407489347,-1.033017128,14620,31,U2,0,0,0,0,0,0,0,0,0,0,0,1,0,7.5936106186,7.7239288859,1.790980811,1.7235496473
147583,TOPS,Inner City,15600000,64248,27014,41019,13.1,18.72,22.9,29.82,17.77,10.79,60.56,13.59,25.25,0.6,97976,40.5,67.98,18.65,1.43,1.83,11.54,1455 RIDGE RD E,ROCHESTER NY,14621,33,2.9160483026,18,2.8778600882,181960.8906,7632.286133,4.79465256,66955.46875,-0.188536652,-0.557967027,27201.70117,-0.635803082,1.6417713785,14621,59,U3,0,0,0,0,0,0,0,0,0,0,0,0,1,7.9385214994,7.039904675,1.6965843281,1.854922062
268271,WEGMANS,Inner City,33800000,38831,16259,39525,12.8,15.13,23.65,31.59,18.6,11.04,56.66,14.84,28.03,0.48,92418,39.5,65.33,21.61,1.35,1.81,11.25,2200 RIDGE RD E,ROCHESTER NY,14622,30,3.2142593861,14,2.8416538585,237911.3906,5821.291504,5.101974613,53456.96484,-1.052105644,0.9164239065,67947.17188,0.7995084623,-0.989194642,14622,49,S4,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1682657378,7.4204381859,1.7792515709,1.7258471296
18430,WEGMANS,Small Town Living,37700000,29001,10577,76753,14.5,36.4,29.55,23.64,7.74,2.68,73.02,8.44,17.63,0.91,147173,38.1,88.29,5.25,3.98,4.36,2.11,2599 E HENRIETTA RD,ROCHESTER NY,14623,11,3.1898235251,7,2.3280866898,232061.9531,6329.224609,5.174979607,52601.75,-0.979311042,1.2079685023,69471.23438,1.4332943204,-1.004914191,14623,22,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.2615822382,7.5512535771,1.7948188856,1.7250236075
234395,WEGMANS,Mid Down Suburbs,48100000,31118,11254,49023,14.1,31.82,28.41,25.17,10.31,4.29,68.06,12.84,18.07,1.04,107690,33.3,77.85,8.37,9.71,10.16,3.62,650 HYLAN DR,ROCHESTER NY,14623,15,3.046286295,10,2.2368392292,276222.4063,5776.346191,5.328886584,64338.15625,-1.030945128,1.2958022444,91552.19531,1.4809487466,-0.610961735,14623,22,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1963009924,7.560431165,1.7994617447,1.7454603882
361214,TOPS,Small Town Living,20800000,69316,25588,65411,14.5,37.45,27.68,22.86,8.8,3.21,72.27,10.29,16.6,0.84,138506,36,81.52,8.17,7.13,7.54,2.78,1100 JEFFERSON RD,ROCHESTER NY,14623,18,3.2871406488,11,2.7662032557,162941.7969,6075.147949,5.347328873,62893.36328,-0.456578857,-0.280597084,42775.98047,0.6018997901,1.7836791598,14623,22,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7561461176,7.3758852058,1.7126669863,1.8614322214
18439,TOPS,Affluent Elite,15600000,73196,26908,58686,13.1,18.81,28.12,33.67,13.94,5.46,59.11,10.27,29.78,0.84,108553,37.7,90.39,5.54,1.73,2,2.07,2345 BUFFALO RD,ROCHESTER NY,14624,20,3.3928724459,15,3.277066626,128986.6719,6012.039063,5.284871123,53307.30859,-0.380347006,-0.312459188,29962.98047,0.0628200601,1.994216314,14624,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8114851278,7.2431655505,1.7108326307,1.871013403
198662,WEGMANS,Inner City,29900000,32265,12565,41251,12.9,18.27,23.8,30.57,19.02,8.34,53.94,16.81,28.75,0.52,85440,34.5,41.11,52.15,1.63,2.22,4.53,1885 CHILI AVE,ROCHESTER NY,14624,28,3.5257124607,18,3.3420307288,158641,7759.830078,5.064725544,42611.38281,-0.633044077,0.9370555671,39410.02734,1.6043600543,-0.766865471,14624,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6149140062,7.5838142299,1.7803612227,1.7374225514
517192,WEGMANS,Small Town Living,52000000,30308,10842,60849,13.3,22,30.47,31.42,12.03,4.08,59.96,10.24,28.25,1.55,111077,36.2,93.29,3.71,1.16,1.5,1.49,3175 CHILI AVE,ROCHESTER NY,14624,10,3.1811705412,6,1.9488645775,345424.6875,5804.696777,5.249035653,79699.80469,-1.037054923,0.8090313637,105440.4375,1.0994812691,-0.840605823,14624,15,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1882866017,7.4844899517,1.7734556081,1.7335981398
508168,TOPS,Affluent Elite,20800000,50710,19966,63157,14.9,41.11,25.71,21.07,7.5,4.61,74.59,10.36,14.27,0.77,156252,39.7,92.89,2.08,3.17,3.39,1.65,1601 PENFIELD RD,ROCHESTER NY,14625,11,3.3007791867,6,3.6367727153,164774.7969,5117.577637,5.402432316,58715.73047,-0.755627937,-0.00157167,45399.97656,0.1011654618,1.7450283009,14625,14,S2,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5035636119,7.2532105719,1.7285888026,1.8596632707
18456,WEGMANS,Affluent Elite,48100000,43332,16042,57492,13,19.57,27.46,34.74,12.52,5.71,62.67,10.27,26.33,0.73,116279,37.5,92,3.19,1.79,2.11,2.71,2833 RIDGE RD W,ROCHESTER NY,14626,17,3.4542359616,13,2.616420297,284246.7188,5994.633789,5.178400146,60894.44141,-1.067355697,1.2145486289,89219.21094,1.3956083319,-0.789389967,14626,39,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1475624403,7.5439356559,1.7951674566,1.7362559094
477920,TOPS,Affluent Elite,15600000,57459,20326,62876,13.1,20.04,28.7,34.44,11.53,5.3,62.08,10.27,26.62,1.03,127578,36.1,93.54,2.45,1.6,1.92,2.09,3740 W RIDGE RD,ROCHESTER NY,14626,14,3.290113986,11,2.3456077128,146936.5938,5950.017578,5.37488768,59150.83203,-0.432716459,0.0623859312,36350.32422,0.2832336741,2.0645150081,14626,39,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.773800071,7.2995750589,1.7322029277,1.87419224
552712,WEGMANS,Rural America,35100000,45357,17931,36477,12.8,15,24.39,36.45,16.69,7.48,50.42,14.49,31.66,3.43,71301,38.3,96.36,1.29,0.43,0.81,1.54,945 FARIMONT AVE,JAMESTOWN NY,14701,9,2.5613944267,8,2.1414259151,163887.5,5373.72168,5.551123484,56254.00391,-0.749284431,0.7792419495,39383.89844,-0.190795268,1.787407843,14701,60,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5096403619,7.1740595254,1.7718419075,1.8616027083
867270,TOPS,Inner City,10400000,50172,20079,31565,12.7,12.55,23.84,34.92,18.53,10.16,47.38,16.41,32.86,3.34,59566,36.5,92.76,2.5,0.5,1.26,3.48,2000 WASHINGTON ST,JAMESTOWN NY,14701,11,2.1133118497,8,1.9231153183,173616.9375,10640.65625,5.029003507,110377.625,2.0721750015,-1.559364193,17481.69531,-0.836438953,1.4628503488,14701,60,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,8.8165170973,6.972984861,1.6362682036,1.8466530125
541099,TOPS,Rural America,20800000,51243,19343,31624,12.8,14.94,22.06,40.47,14.69,7.84,51.34,16.99,29.83,1.84,56902,36,94.68,1.62,0.75,2.7,1,2401 W STATE ST,OLEAN NY,14760,7,1.6462487152,8,0.9987358585,168930.0469,6465.003906,5.435271608,97121.44531,0.3305212124,-0.19898773,25748.96289,-1.056158507,1.6156497675,14760,62,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,8.2182973065,6.8941659864,1.7173500863,1.8537190749
579524,TOPS,Rural America,15600000,40055,14905,36396,12.7,12.58,22.62,38.12,16.95,9.74,44.43,15.56,34.05,5.96,66078,36.9,97.35,1.01,0.51,0.94,0.7,309 W MORRIS ST,BATH NY,14810,1,0.2582881593,2,0.2119692882,154121.6094,7774.073242,5.429843296,86971.08594,0.7126189516,0.2147449932,26143.26172,-0.139106788,1.4667445683,14810,38,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.3835166989,7.1885365506,1.7407601978,1.8468337184
288582,WEGMANS,Small Town Living,40300000,47954,18935,42966,13.1,17.97,25.12,34.05,15.34,7.53,54.2,13.52,30.45,1.84,80609,37.7,95.14,2.09,1.51,1.86,0.92,1 BRIDGE ST,CORNING NY,14830,3,1.9981658713,4,2.5113671323,206753.9219,5321.510742,5.375363572,64011,-0.867683841,1.5138092432,55320.87109,0.1694834765,-0.54465841,14830,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,7.389643722,7.2708609905,1.8108932149,1.7488592655
559547,WEGMANS,Rural America,31200000,45297,16051,36480,12.8,14.23,23.07,39.25,15.75,7.71,48.56,15.92,30.72,4.79,57585,34.7,95.97,1.61,0.83,1.26,1.16,1000 HWY 36 N & HWY 21,HORNELL NY,14843,3,2.6301396036,4,0.542818178,151240.8438,6141.700195,5.3744861,41163.58203,-0.844800045,0.843126248,51424.05469,1.9758527932,-0.646123145,14843,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,7.413986404,7.6510719967,1.7752993471,1.7436532262
349874,WEGMANS,Small Town Living,46800000,92351,32921,39067,14.3,39.16,22.17,25.13,9.76,3.78,65.76,14.52,16.97,2.75,131511,34.2,86.39,3.4,6.77,7.31,2.9,500 S MEADOW ST,ITHACA NY,14850,9,1.6835560728,4,2.2649262231,278859.9063,3982.320313,5.405028533,59473.8125,-1.311464124,0.9983766331,90587.35938,-0.222686447,-0.29554368,14850,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7398150431,7.1650216853,1.7836520605,1.7615272642
1489885,TOPS,Small Town Living,10400000,32824,11168,45729,14.9,50.97,19.97,19.34,7.3,2.42,72.58,11.64,13.56,2.22,176365,34.4,79.12,4.16,12.38,12.83,3.89,2300 N TRIPHAMMER RD,ITHACA NY,14850,9,2.7183170814,4,1.7162958936,102994.6641,5750.457031,5.406374739,43968.48438,-0.392200697,0.2116982366,24590.92188,-0.018356007,0.7799710514,14850,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,7.8030787015,7.2215616869,1.7405897918,1.8144490568
549597,TOPS,Rural America,10400000,35286,12407,35162,12.9,15.59,22.56,38.61,15.55,7.68,50.53,16.11,29.03,4.32,52667,33.9,96.79,1.06,0.94,1.36,0.8,111 BOLIVAR RD,WELLSVILLE NY,14895,2,1.3998696374,3,1.1491221182,115791.75,7386.795898,5.659544506,68458.85156,0.7074277542,0.9359798691,15932.57422,-0.980205858,1.5106233434,14895,58,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,8.3814455053,6.9221202352,1.7803033978,1.8488675984
582603,WEGMANS,Inner City,23400000,67976,25925,35869,13,14.49,24.57,36.93,16.46,7.56,55.06,18.21,25.78,0.95,74553,36.9,88.63,7.84,0.89,1.32,2.2,1100 CLEMENS CENTER PKWY,ELMIRA NY,14901,9,2.7035733862,10,2.8371656939,159103.3906,5960.268555,5.259021723,51728.12109,-0.693819821,0.8970348965,41044.59375,0.4626174877,-0.889311592,14901,60,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5612561627,7.343245555,1.7782076303,1.7310640575
